uniprot_id	protein_name	gene_names	protein_full_name
Q86VF2	IGFN1	IGFN1 EEF1A2BP1 KYIP1	Immunoglobulin-like and fibronectin type III domain-containing protein 1 (EEF1A2-binding protein 1) (KY-interacting protein 1)
P50479	PDLI4	PDLIM4 RIL	PDZ and LIM domain protein 4 (LIM protein RIL) (Reversion-induced LIM protein)
P26842	CD27	CD27 TNFRSF7	CD27 antigen (CD27L receptor) (T-cell activation antigen CD27) (T14) (Tumor necrosis factor receptor superfamily member 7) (CD antigen CD27)
Q8NBS9	TXND5	TXNDC5 TLP46 UNQ364/PRO700	Thioredoxin domain-containing protein 5 (EC 1.8.4.-) (EC 5.3.4.1) (Endoplasmic reticulum resident protein 46) (ER protein 46) (ERp46) (Thioredoxin-like protein p46)
Q8IXX5	T183A	TMEM183A C1orf37	Transmembrane protein 183A
Q9NU23	LYRM2	LYRM2	LYR motif-containing protein 2
Q07699	SCN1B	SCN1B	Sodium channel regulatory subunit beta-1
Q9Y6F1	PARP3	PARP3 ADPRT3 ADPRTL3	Protein mono-ADP-ribosyltransferase PARP3 (EC 2.4.2.-) (ADP-ribosyltransferase diphtheria toxin-like 3) (ARTD3) (DNA ADP-ribosyltransferase PARP3) (EC 2.4.2.-) (IRT1) (NAD(+) ADP-ribosyltransferase 3) (ADPRT-3) (Poly [ADP-ribose] polymerase 3) (PARP-3) (hPARP-3) (Poly[ADP-ribose] synthase 3) (pADPRT-3)
Q6ZU80	CE128	CEP128 C14orf145 C14orf61	Centrosomal protein of 128 kDa (Cep128)
P00167	CYB5	CYB5A CYB5	Cytochrome b5 (Microsomal cytochrome b5 type A) (MCB5)
Q96A08	H2B1A	H2BC1 HIST1H2BA TSH2B	Histone H2B type 1-A (Histone H2B, testis) (TSH2B.1) (hTSH2B) (Testis-specific histone H2B)
Q9Y664	KPTN	KPTN	KICSTOR complex protein kaptin (Actin-associated protein 2E4)
O43776	SYNC	NARS1 NARS NRS	Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS) (Asparaginyl-tRNA synthetase 1)
Q14469	HES1	HES1 BHLHB39 HL HRY	Transcription factor HES-1 (Class B basic helix-loop-helix protein 39) (bHLHb39) (Hairy and enhancer of split 1) (Hairy homolog) (Hairy-like protein) (hHL)
Q96T49	PP16B	PPP1R16B ANKRD4 KIAA0823	Protein phosphatase 1 regulatory inhibitor subunit 16B (Ankyrin repeat domain-containing protein 4) (CAAX box protein TIMAP) (TGF-beta-inhibited membrane-associated protein) (hTIMAP)
P0C2W1	FBSP1	FBXO45 FBX45	F-box/SPRY domain-containing protein 1 (F-box only protein 45) (hFbxo45)
Q96Q04	LMTK3	LMTK3 KIAA1883 TYKLM3	Serine/threonine-protein kinase LMTK3 (EC 2.7.11.1) (Lemur tyrosine kinase 3)
P05013	IFNA6	IFNA6	Interferon alpha-6 (IFN-alpha-6) (Interferon alpha-54) (Interferon alpha-K) (LeIF K)
Q9P202	WHRN	WHRN DFNB31 KIAA1526	Whirlin (Autosomal recessive deafness type 31 protein)
Q07687	DLX2	DLX2	Homeobox protein DLX-2
Q13873	BMPR2	BMPR2 PPH1	Bone morphogenetic protein receptor type-2 (BMP type-2 receptor) (BMPR-2) (EC 2.7.11.30) (Bone morphogenetic protein receptor type II) (BMP type II receptor) (BMPR-II)
Q86WC6	PPR27	PPP1R27 DYSFIP1	Protein phosphatase 1 regulatory subunit 27 (Dysferlin-interacting protein 1) (Toonin)
Q12802	AKP13	AKAP13 BRX HT31 LBC	A-kinase anchor protein 13 (AKAP-13) (AKAP-Lbc) (Breast cancer nuclear receptor-binding auxiliary protein) (Guanine nucleotide exchange factor Lbc) (Human thyroid-anchoring protein 31) (Lymphoid blast crisis oncogene) (LBC oncogene) (Non-oncogenic Rho GTPase-specific GTP exchange factor) (Protein kinase A-anchoring protein 13) (PRKA13) (p47)
P20020	AT2B1	ATP2B1 PMCA1	Plasma membrane calcium-transporting ATPase 1 (EC 7.2.2.10) (Plasma membrane calcium ATPase isoform 1) (PMCA1) (Plasma membrane calcium pump isoform 1)
Q9H5Q4	TFB2M	TFB2M NS5ATP5	Dimethyladenosine transferase 2, mitochondrial (EC 2.1.1.-) (Hepatitis C virus NS5A-transactivated protein 5) (HCV NS5A-transactivated protein 5) (Mitochondrial 12S rRNA dimethylase 2) (Mitochondrial transcription factor B2) (h-mtTFB) (h-mtTFB2) (hTFB2M) (mtTFB2) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 2)
Q15651	HMGN3	HMGN3 TRIP7 PNAS-24	High mobility group nucleosome-binding domain-containing protein 3 (Thyroid receptor-interacting protein 7) (TR-interacting protein 7) (TRIP-7)
Q9NRH2	SNRK	SNRK KIAA0096 SNFRK	SNF-related serine/threonine-protein kinase (EC 2.7.11.1) (SNF1-related kinase)
Q8WV48	CC107	CCDC107 PSEC0222	Coiled-coil domain-containing protein 107
Q9NXR5	ANR10	ANKRD10	Ankyrin repeat domain-containing protein 10
Q9UQC1	Q9UQC1	HSP70-1	Heat shock protein 72
P48668	K2C6C	KRT6C KRT6E	Keratin, type II cytoskeletal 6C (Cytokeratin-6C) (CK-6C) (Cytokeratin-6E) (CK-6E) (Keratin K6h) (Keratin-6C) (K6C) (Type-II keratin Kb12)
Q5VZV1	MT21C	METTL21C C13orf39	Protein-lysine methyltransferase METTL21C (EC 2.1.1.-) (Methyltransferase-like protein 21C)
O75882	ATRN	ATRN KIAA0548 MGCA	Attractin (DPPT-L) (Mahogany homolog)
O14681	EI24	EI24 PIG8	Etoposide-induced protein 2.4 homolog (p53-induced gene 8 protein)
Q58FF7	H90B3	HSP90AB3P HSP90BC	Putative heat shock protein HSP 90-beta-3 (Heat shock protein 90-beta c) (Heat shock protein 90Bc)
P01258	CALC	CALCA CALC1	Calcitonin [Cleaved into: Calcitonin (CT); Katacalcin (Calcitonin carboxyl-terminal peptide) (CCP) (PDN-21)]
Q7Z6I5	SPT12	SPATA12 SRG5	Spermatogenesis-associated protein 12 (Spermatogenesis-related protein 5)
P51814	ZNF41	ZNF41	Zinc finger protein 41
Q15768	EFNB3	EFNB3 EPLG8 LERK8	Ephrin-B3 (EPH-related receptor transmembrane ligand ELK-L3) (EPH-related receptor tyrosine kinase ligand 8) (LERK-8)
Q8N3T1	GLT15	GALNT15 GALNTL2 UNQ770/PRO1564	Polypeptide N-acetylgalactosaminyltransferase 15 (EC 2.4.1.41) (Polypeptide GalNAc transferase-like protein 2) (GalNAc-T-like protein 2) (pp-GaNTase-like protein 2) (Polypeptide N-acetylgalactosaminyltransferase-like protein 2) (Protein-UDP acetylgalactosaminyltransferase-like protein 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase-like protein 2)
A0A0C4DGP0	A0A0C4DGP0	PITPNC1	Cytoplasmic phosphatidylinositol transfer protein 1 (Mammalian rdgB homolog beta) (Retinal degeneration B homolog beta)
P38117	ETFB	ETFB FP585	Electron transfer flavoprotein subunit beta (Beta-ETF)
P07199	CENPB	CENPB	Major centromere autoantigen B (Centromere protein B) (CENP-B)
Q6PIF2	SYCE2	SYCE2 CESC1	Synaptonemal complex central element protein 2 (Central element synaptonemal complex protein 1)
Q5JTV8	TOIP1	TOR1AIP1 LAP1	Torsin-1A-interacting protein 1 (Lamin-associated protein 1B) (LAP1B)
Q9H490	PIGU	PIGU CDC91L1 PSEC0205 UNQ3055/PRO9875	GPI-anchor transamidase component PIGU (Cell division cycle protein 91-like 1) (Protein CDC91-like 1) (GPI transamidase component PIG-U) (Phosphatidylinositol glycan anchor biosynthesis class U protein)
A6NGC4	TLCD2	TLCD2	TLC domain-containing protein 2
Q14CN4	K2C72	KRT72 K6IRS2 KB35 KRT6 KRT6IRS2	Keratin, type II cytoskeletal 72 (Cytokeratin-72) (CK-72) (Keratin-72) (K72) (Type II inner root sheath-specific keratin-K6irs2) (Type-II keratin Kb35)
Q9H313	TTYH1	TTYH1	Protein tweety homolog 1 (hTTY1) (Volume-regulated anion channel subunit TTYH1)
P02776	PLF4	PF4 CXCL4 SCYB4	Platelet factor 4 (PF-4) (C-X-C motif chemokine 4) (Iroplact) (Oncostatin-A) [Cleaved into: Platelet factor 4, short form (Endothelial cell growth inhibitor)]
Q9BQP7	MGME1	MGME1 C20orf72 DDK1	Mitochondrial genome maintenance exonuclease 1 (EC 3.1.-.-)
P52736	ZN133	ZNF133 ZNF150	Zinc finger protein 133 (Zinc finger protein 150)
Q15475	SIX1	SIX1	Homeobox protein SIX1 (Sine oculis homeobox homolog 1)
Q96B45	BORC7	BORCS7 C10orf32	BLOC-1-related complex subunit 7 (Diaskedin)
Q14493	SLBP	SLBP HBP	Histone RNA hairpin-binding protein (Histone stem-loop-binding protein)
A0N4V7	A0N4V7	Tcr-alpha hCG_2039797	HCG2039797 (Possible J 56 gene segment)
Q5VW31	Q5VW31	NFIB	Nuclear factor I B
Q96EX3	DC2I2	DYNC2I2 WDR34	Cytoplasmic dynein 2 intermediate chain 2 (Dynein 2 intermediate chain 2) (WD repeat-containing protein 34)
P02008	HBAZ	HBZ HBZ2	Hemoglobin subunit zeta (HBAZ) (Hemoglobin zeta chain) (Zeta-globin)
Q8N6D2	RN182	RNF182	E3 ubiquitin-protein ligase RNF182 (EC 2.3.2.27) (RING finger protein 182) (RING-type E3 ubiquitin transferase RNF182)
Q16566	KCC4	CAMK4 CAMK CAMK-GR CAMKIV	Calcium/calmodulin-dependent protein kinase type IV (CaMK IV) (EC 2.7.11.17) (CaM kinase-GR)
O95057	DIRA1	DIRAS1 GBTS1 RIG	GTP-binding protein Di-Ras1 (Distinct subgroup of the Ras family member 1) (Ras-related inhibitor of cell growth) (Rig) (Small GTP-binding tumor suppressor 1)
Q7L3S4	ZN771	ZNF771	Zinc finger protein 771 (Mesenchymal stem cell protein DSC43)
Q86VZ2	WDR5B	WDR5B	WD repeat-containing protein 5B
Q6UWJ1	TMCO3	TMCO3 C13orf11 UNQ2419/PRO4976	Transmembrane and coiled-coil domain-containing protein 3 (Putative LAG1-interacting protein)
Q9BTV7	CABL2	CABLES2 C20orf150	CDK5 and ABL1 enzyme substrate 2 (Interactor with CDK3 2) (Ik3-2)
Q9P2W1	HOP2	PSMC3IP HOP2 TBPIP	Homologous-pairing protein 2 homolog (Nuclear receptor coactivator GT198) (PSMC3-interacting protein) (Proteasome 26S ATPase subunit 3-interacting protein) (Tat-binding protein 1-interacting protein) (TBP-1-interacting protein)
P20393	NR1D1	NR1D1 EAR1 HREV THRAL	Nuclear receptor subfamily 1 group D member 1 (Rev-erbA-alpha) (V-erbA-related protein 1) (EAR-1)
Q9Y608	LRRF2	LRRFIP2	Leucine-rich repeat flightless-interacting protein 2 (LRR FLII-interacting protein 2)
Q8IZR5	CKLF4	CMTM4 CKLFSF4	CKLF-like MARVEL transmembrane domain-containing protein 4 (Chemokine-like factor superfamily member 4)
Q6PJF5	RHDF2	RHBDF2 IRHOM2 RHBDL5 RHBDL6	Inactive rhomboid protein 2 (iRhom2) (Rhomboid 5 homolog 2) (Rhomboid family member 2) (Rhomboid veinlet-like protein 5) (Rhomboid veinlet-like protein 6)
P0CW24	PNM6A	PNMA6A PNMA6C	Paraneoplastic antigen-like protein 6A
P15144	AMPN	ANPEP APN CD13 PEPN	Aminopeptidase N (AP-N) (hAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Microsomal aminopeptidase) (Myeloid plasma membrane glycoprotein CD13) (gp150) (CD antigen CD13)
Q969P5	FBX32	FBXO32	F-box only protein 32 (Atrogin-1) (Muscle atrophy F-box protein) (MAFbx)
P49454	CENPF	CENPF	Centromere protein F (CENP-F) (AH antigen) (Kinetochore protein CENPF) (Mitosin)
Q9Y4C1	KDM3A	KDM3A JHDM2A JMJD1 JMJD1A KIAA0742 TSGA	Lysine-specific demethylase 3A (EC 1.14.11.65) (JmjC domain-containing histone demethylation protein 2A) (Jumonji domain-containing protein 1A) ([histone H3]-dimethyl-L-lysine(9) demethylase 3A)
Q8N257	H2B3B	H2BC26 H2BU1 HIST3H2BB	Histone H2B type 3-B (H2B type 12) (H2B-clustered histone 26) (H2B.U histone 1)
Q8NB90	AFG2A	AFG2A SPAF SPATA5	ATPase family gene 2 protein homolog A (EC 3.6.4.10) (AFG2 AAA ATPase homolog A) (Ribosome biogenesis protein SPATA5) (Spermatogenesis-associated factor protein) (Spermatogenesis-associated protein 5)
Q96JC1	VPS39	VPS39 KIAA0770 TLP VAM6	Vam6/Vps39-like protein (TRAP1-like protein) (hVam6p)
P02462	CO4A1	COL4A1	Collagen alpha-1(IV) chain [Cleaved into: Arresten]
P14653	HXB1	HOXB1 HOX2I	Homeobox protein Hox-B1 (Homeobox protein Hox-2I)
Q6WMU8	ZSC32	ZSCAN32 ZNF434 HCCS5	Zinc finger and SCAN domain-containing protein 32 (Human cervical cancer suppressor gene 5 protein) (HCCS-5) (Zinc finger protein 434)
Q9Y343	SNX24	SNX24 SBBI31 UNQ654/PRO1284	Sorting nexin-24
A0AVK6	E2F8	E2F8	Transcription factor E2F8 (E2F-8)
O60565	GREM1	GREM1 CKTSF1B1 DAND2 DRM PIG2	Gremlin-1 (Cell proliferation-inducing gene 2 protein) (Cysteine knot superfamily 1, BMP antagonist 1) (DAN domain family member 2) (Down-regulated in Mos-transformed cells protein) (Increased in high glucose protein 2) (IHG-2)
Q9Y3D0	CIA2B	CIAO2B CIAB FAM96B MIP18 CGI-128 HSPC118	Cytosolic iron-sulfur assembly component 2B (MSS19-interacting protein of 18 kDa) (Mitotic spindle-associated MMXD complex subunit MIP18) (Protein FAM96B)
Q9NWL6	ASND1	ASNSD1 NS3TP1 Nbla00058	Asparagine synthetase domain-containing protein 1 (HCV NS3-transactivated protein 1)
Q8TED9	AF1L1	AFAP1L1	Actin filament-associated protein 1-like 1 (AFAP1-like protein 1)
Q5T6C5	AT7L2	ATXN7L2	Ataxin-7-like protein 2
Q01959	SC6A3	SLC6A3 DAT1	Sodium-dependent dopamine transporter (DA transporter) (DAT) (Solute carrier family 6 member 3)
P13693	TCTP	TPT1	Translationally-controlled tumor protein (TCTP) (Fortilin) (Histamine-releasing factor) (HRF) (p23)
Q5VV52	ZN691	ZNF691	Zinc finger protein 691
A6NCE7	MP3B2	MAP1LC3B2	Microtubule-associated protein 1 light chain 3 beta 2 (Microtubule-associated proteins 1A/1B light chain 3 beta 2) (Microtubule-associated proteins 1A/1B light chain 3B-like) (MAP1A/MAP1B LC3 B-like) (MAP1A/MAP1B light chain 3 B-like)
Q92802	N42L2	N4BP2L2 CG005 PFAAP5	NEDD4-binding protein 2-like 2 (Phosphonoformate immuno-associated protein 5)
Q8WZA2	RPGF4	RAPGEF4 CGEF2 EPAC2	Rap guanine nucleotide exchange factor 4 (Exchange factor directly activated by cAMP 2) (Exchange protein directly activated by cAMP 2) (EPAC 2) (cAMP-regulated guanine nucleotide exchange factor II) (cAMP-GEFII)
Q9H503	BAFL	BANF2 BAFL C20orf179	Barrier-to-autointegration factor-like protein (BAF-L) (Barrier-to-autointegration factor 2)
O14836	TR13B	TNFRSF13B TACI	Tumor necrosis factor receptor superfamily member 13B (Transmembrane activator and CAML interactor) (CD antigen CD267)
Q9BXK1	KLF16	KLF16 BTEB4 NSLP2	Krueppel-like factor 16 (Basic transcription element-binding protein 4) (BTE-binding protein 4) (Novel Sp1-like zinc finger transcription factor 2) (Transcription factor BTEB4) (Transcription factor NSLP2)
P61601	NCALD	NCALD	Neurocalcin-delta
O60290	ZN862	ZNF862 KIAA0543	Zinc finger protein 862
B4DLA9	H2B2F	H2BC18 HIST2H2BF	Histone H2B type 2-F (H2B-clustered histone 18)
Q02833	RASF7	RASSF7 C11orf13 HRC1	Ras association domain-containing protein 7 (HRAS1-related cluster protein 1)
Q2TBA0	KLH40	KLHL40 KBTBD5 SRYP	Kelch-like protein 40 (Kelch repeat and BTB domain-containing protein 5) (Sarcosynapsin)
D6RH18	SSBP2	SSBP2 SSDP2	Single-stranded DNA-binding protein 2 (Sequence-specific single-stranded-DNA-binding protein 2)
Q8WZ19	BACD1	KCTD13 BACURD1 PDIP1 POLDIP1 FKSG86 PP6832	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1 (hBACURD1) (BTB/POZ domain-containing protein KCTD13) (Polymerase delta-interacting protein 1) (TNFAIP1-like protein)
Q70UQ0	IKIP	IKBIP IKIP	Inhibitor of nuclear factor kappa-B kinase-interacting protein (I kappa-B kinase-interacting protein) (IKBKB-interacting protein) (IKK-interacting protein)
P31269	HXA9	HOXA9 HOX1G	Homeobox protein Hox-A9 (Homeobox protein Hox-1G)
Q86U86	PB1	PBRM1 BAF180 PB1	Protein polybromo-1 (hPB1) (BRG1-associated factor 180) (BAF180) (Polybromo-1D)
Q9BUA3	SPNDC	SPINDOC C11orf84	Spindlin interactor and repressor of chromatin-binding protein (SPIN1-docking protein) (SPIN-DOC)
Q8WXA3	RUFY2	RUFY2 KIAA1537 RABIP4R	RUN and FYVE domain-containing protein 2 (Rab4-interacting protein related)
A2AAZ0	A2AAZ0	HLA-DQB1	Major histocompatibility complex, class II, DQ beta 1
Q9UBD6	RHCG	RHCG C15orf6 CDRC2 PDRC2 RHGK	Ammonium transporter Rh type C (Rh glycoprotein kidney) (Rhesus blood group family type C glycoprotein) (Rh family type C glycoprotein) (Rh type C glycoprotein) (Tumor-related protein DRC2)
P56377	AP1S2	AP1S2 DC22	AP-1 complex subunit sigma-2 (Adaptor protein complex AP-1 subunit sigma-1B) (Adaptor-related protein complex 1 subunit sigma-1B) (Clathrin assembly protein complex 1 sigma-1B small chain) (Golgi adaptor HA1/AP1 adaptin sigma-1B subunit) (Sigma 1B subunit of AP-1 clathrin) (Sigma-adaptin 1B) (Sigma1B-adaptin)
Q9P0N5	TM216	TMEM216 HSPC244	Transmembrane protein 216
P52945	PDX1	PDX1 IPF1 STF1	Pancreas/duodenum homeobox protein 1 (PDX-1) (Glucose-sensitive factor) (GSF) (Insulin promoter factor 1) (IPF-1) (Insulin upstream factor 1) (IUF-1) (Islet/duodenum homeobox-1) (IDX-1) (Somatostatin-transactivating factor 1) (STF-1)
Q13162	PRDX4	PRDX4	Peroxiredoxin-4 (EC 1.11.1.24) (Antioxidant enzyme AOE372) (AOE37-2) (Peroxiredoxin IV) (Prx-IV) (Thioredoxin peroxidase AO372) (Thioredoxin-dependent peroxide reductase A0372) (Thioredoxin-dependent peroxiredoxin 4)
Q86XX4	FRAS1	FRAS1 KIAA1500	Extracellular matrix organizing protein FRAS1 (Fraser syndrome 1 protein)
Q70CQ1	UBP49	USP49	Ubiquitin carboxyl-terminal hydrolase 49 (EC 3.4.19.12) (Deubiquitinating enzyme 49) (Ubiquitin thioesterase 49) (Ubiquitin-specific-processing protease 49)
P29279	CCN2	CCN2 CTGF HCS24 IGFBP8	CCN family member 2 (Cellular communication network factor 2) (Connective tissue growth factor) (Hypertrophic chondrocyte-specific protein 24) (Insulin-like growth factor-binding protein 8) (IBP-8) (IGF-binding protein 8) (IGFBP-8)
Q00266	METK1	MAT1A AMS1 MATA1	S-adenosylmethionine synthase isoform type-1 (AdoMet synthase 1) (EC 2.5.1.6) (Methionine adenosyltransferase 1) (MAT 1) (Methionine adenosyltransferase I/III) (MAT-I/III)
Q8N6V9	TEX9	TEX9	Testis-expressed protein 9
Q96JP5	ZFP91	ZFP91 ZNF757 FKSG11	E3 ubiquitin-protein ligase ZFP91 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ZFP91) (Zinc finger protein 757) (Zinc finger protein 91 homolog) (Zfp-91)
Q8NC74	RB8NL	RBBP8NL C20orf151	RBBP8 N-terminal-like protein
P20264	PO3F3	POU3F3 BRN1 OTF8	POU domain, class 3, transcription factor 3 (Brain-specific homeobox/POU domain protein 1) (Brain-1) (Brn-1) (Octamer-binding protein 8) (Oct-8) (Octamer-binding transcription factor 8) (OTF-8)
Q8N8N0	RN152	RNF152	E3 ubiquitin-protein ligase RNF152 (EC 2.3.2.27) (RING finger protein 152) (RING-type E3 ubiquitin transferase RNF152)
Q9NUA8	ZBT40	ZBTB40 KIAA0478	Zinc finger and BTB domain-containing protein 40
Q6P5S2	LEG1H	LEG1 C6orf58	Protein LEG1 homolog
E7EUA2	E7EUA2	SHANK2	SH3 and multiple ankyrin repeat domains 2
Q9NP81	SYSM	SARS2 SARSM	Serine--tRNA ligase, mitochondrial (EC 6.1.1.11) (SerRSmt) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)
Q8IU81	I2BP1	IRF2BP1	Interferon regulatory factor 2-binding protein 1 (IRF-2-binding protein 1) (IRF-2BP1) (Probable E3 ubiquitin-protein ligase IRF2BP1) (EC 2.3.2.27) (Probable RING-type E3 ubiquitin transferase IRF2BP1)
Q9UBP9	GULP1	GULP1 CED6 GULP	PTB domain-containing engulfment adapter protein 1 (Cell death protein 6 homolog) (PTB domain adapter protein CED-6) (Protein GULP)
Q96N46	TTC14	TTC14 KIAA1980 UNQ5813/PRO19630	Tetratricopeptide repeat protein 14 (TPR repeat protein 14)
P00338	LDHA	LDHA PIG19	L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27) (Cell proliferation-inducing gene 19 protein) (LDH muscle subunit) (LDH-M) (Renal carcinoma antigen NY-REN-59)
P05164	PERM	MPO	Myeloperoxidase (MPO) (EC 1.11.2.2) [Cleaved into: Myeloperoxidase; 89 kDa myeloperoxidase; 84 kDa myeloperoxidase; Myeloperoxidase light chain; Myeloperoxidase heavy chain]
Q9UNE0	EDAR	EDAR DL	Tumor necrosis factor receptor superfamily member EDAR (Anhidrotic ectodysplasin receptor 1) (Downless homolog) (EDA-A1 receptor) (Ectodermal dysplasia receptor) (Ectodysplasin-A receptor)
Q7RTU3	OLIG3	OLIG3 BHLHB7 BHLHE20	Oligodendrocyte transcription factor 3 (Oligo3) (Class B basic helix-loop-helix protein 7) (bHLHb7) (Class E basic helix-loop-helix protein 20) (bHLHe20)
O95622	ADCY5	ADCY5	Adenylate cyclase type 5 (EC 4.6.1.1) (ATP pyrophosphate-lyase 5) (Adenylate cyclase type V) (Adenylyl cyclase 5) (AC5)
P61018	RAB4B	RAB4B RAB4 PP1596	Ras-related protein Rab-4B (EC 3.6.5.2)
Q96KC2	ARL5B	ARL5B ARL8	ADP-ribosylation factor-like protein 5B (ADP-ribosylation factor-like protein 8)
Q96EK7	F120B	FAM120B CCPG KIAA1838	Constitutive coactivator of peroxisome proliferator-activated receptor gamma (Constitutive coactivator of PPAR-gamma) (Constitutive coactivator of PPARG) (PPARG constitutive coactivator 1) (PGCC1) (Protein FAM120B)
Q15643	TRIPB	TRIP11 CEV14	Thyroid receptor-interacting protein 11 (TR-interacting protein 11) (TRIP-11) (Clonal evolution-related gene on chromosome 14 protein) (Golgi-associated microtubule-binding protein 210) (GMAP-210) (Trip230)
Q19AV6	ZSWM7	ZSWIM7 SWS1	Zinc finger SWIM domain-containing protein 7 (SWIM domain-containing and Srs2-interacting protein 1 homolog) (SWIM-type zinc finger domain-containing protein 7)
Q96S44	PRPK	TP53RK C20orf64 PRPK	EKC/KEOPS complex subunit TP53RK (EC 3.6.-.-) (Atypical serine/threonine protein kinase TP53RK) (Nori-2) (TP53-regulating kinase) (EC 2.7.11.1) (p53-related protein kinase)
P29374	ARI4A	ARID4A RBBP1 RBP1	AT-rich interactive domain-containing protein 4A (ARID domain-containing protein 4A) (Retinoblastoma-binding protein 1) (RBBP-1)
Q9NX62	IMPA3	BPNT2 IMPA3 IMPAD1	Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase (Golgi-resident PAP phosphatase) (gPAPP) (EC 3.1.3.7) (3'(2'), 5'-bisphosphate nucleotidase 2) (Inositol monophosphatase domain-containing protein 1) (Myo-inositol monophosphatase A3) (Phosphoadenosine phosphate 3'-nucleotidase)
Q6PKC6	Q6PKC6	WDR6	tRNA (34-2'-O)-methyltransferase regulator WDR6 (WD repeat-containing protein 6)
Q8WVK7	SKA2	SKA2 FAM33A	Spindle and kinetochore-associated protein 2 (Protein FAM33A)
Q8NA70	FA47B	FAM47B	Protein FAM47B
Q3MIV0	KR221	KRTAP22-1 KAP22.1	Keratin-associated protein 22-1
Q8WVH0	CPLX3	CPLX3 Nbla11589	Complexin-3 (Complexin III) (CPX III)
Q9H324	ATS10	ADAMTS10	A disintegrin and metalloproteinase with thrombospondin motifs 10 (ADAM-TS 10) (ADAM-TS10) (ADAMTS-10) (EC 3.4.24.-)
A2ABF9	A2ABF9	EHMT2	[histone H3]-lysine(9) N-methyltransferase (EC 2.1.1.367)
Q8TF40	FNIP1	FNIP1 KIAA1961	Folliculin-interacting protein 1
Q9UPG8	PLAL2	PLAGL2 KIAA0198	Zinc finger protein PLAGL2 (Pleiomorphic adenoma-like protein 2)
P31314	TLX1	TLX1 HOX11 TCL3	T-cell leukemia homeobox protein 1 (Homeobox protein Hox-11) (Proto-oncogene TCL-3) (T-cell leukemia/lymphoma protein 3)
Q9ULE0	WWC3	WWC3 KIAA1280	Protein WWC3
P59780	AP3S2	AP3S2	AP-3 complex subunit sigma-2 (AP-3 complex subunit sigma-3B) (Adaptor-related protein complex 3 subunit sigma-2) (Sigma-3B-adaptin) (Sigma3B-adaptin) (Sigma-adaptin 3b)
P11844	CRGA	CRYGA CRYG1	Gamma-crystallin A (Gamma-A-crystallin) (Gamma-crystallin 5)
Q9H6F5	CCD86	CCDC86 CYCLON	Coiled-coil domain-containing protein 86 (Cytokine-induced protein with coiled-coil domain)
P30511	HLAF	HLA-F HLA-5.4 HLAF	HLA class I histocompatibility antigen, alpha chain F (CDA12) (HLA F antigen) (Leukocyte antigen F) (MHC class I antigen F)
